Artist,Genres,Songs,Popularity,Link
Marina Lima,Pop; MPB,191,1.2,/marina-lima/
João Bosco,MPB; Samba,257,1,/joao-bosco/
Vander Lee,MPB; Romântico,88,1.5,/vander-lee/
Nana Caymmi,MPB,202,1.3,/nana-caymmi/
Leoni,MPB; Rock,93,1,/leoni/
Moraes Moreira,MPB; Samba; Forró,128,1.6,/moraes-moreira/
Zizi Possi,MPB,264,1,/zizi-possi/
Zélia Duncan,MPB; Pop,240,1,/zelia-duncan/
Céu,MPB,99,0.4,/ceu/
Leila Pinheiro,MPB; Bossa Nova; Romântico,234,0,/leila-pinheiro/
Ana Carolina e Seu Jorge,MPB; Pop; Bossa Nova,16,0,/ana-carolina-seu-jorge/
Luiz Melodia,MPB; Samba; Romântico,156,0,/luiz-melodia/
Tiê,MPB; Romântico; Folk,66,1,/tie/
Marcelo Jeneci,MPB; Pop,48,1,/marcelo-jeneci/
Luiza Possi,MPB; Romântico,146,1,/luiza-possi/
MPB 4,MPB; Jovem Guarda; Bossa Nova,109,0,/mpb4/
Roberta Campos,MPB; Romântico,74,1,/roberta-campos/
Lô Borges,MPB,99,0,/lo-borges/
Paulinho Moska,MPB; Romântico; Trilha Sonora,134,0,/paulinho-moska/
Kleiton e Kledir,MPB; Pop,79,0,/kleiton-e-kledir/
Cauby Peixoto,MPB,243,0,/cauby-peixoto/
Isabella Taviani,MPB; Rock; Romântico,107,0,/isabella-taviani/
Cícero,MPB; Indie,53,0,/cicero/
Paulo Diniz,MPB; Jovem Guarda; Bossa Nova,42,0,/paulo-diniz/
Marina Elali,MPB; Pop; Romântico,50,0,/marina-elali/
Roberta Sá,MPB; Samba,129,0,/roberta-sa/
Luciana Mello,MPB; Black Music; Romântico,83,0,/luciana-mello/
Pedro Mariano,MPB; Romântico; Clássico,118,0,/pedro-mariano/
Tulipa Ruiz,MPB; Pop,44,0,/tulipa-ruiz/
Boca Livre,MPB; Romântico; Clássico,65,0,/boca-livre/
Walter Franco,MPB; Rock; Jovem Guarda,60,0,/walter-franco/
Cassiano,Soul Music; MPB; Funk,45,3.8,/cassiano/
Dalto,Pop; MPB; Romântico,31,0,/dalto/
Banda do Mar,MPB; Indie; Folk,12,0,/banda-do-mar/
Mariana Aydar,MPB,49,0,/mariana-aydar/
Ana Cañas,MPB,96,0,/ana-canas/
Tetê Espíndola,MPB; Regional; Heavy Metal,74,0,/tete-espindola/
Itamar Assumpção,MPB,100,0,/itamar-assumpcao/
Gaia Piá,MPB; Reggae,39,0,/gaia-pia/
Fernanda Takai,MPB; Folk; Axé,74,0,/fernanda-takai/
Rodrigo Alarcon,MPB; Bossa Nova,15,0,/rodrigo-alarcon/
Orlando Morais,MPB,51,0.4,/orlando-morais/
Nicolas Germano,MPB; Pop,9,0,/nicolas-germano/
Sérgio Ricardo,MPB; Bossa Nova; Trilha Sonora,91,0,/sergio-ricardo/
Jards Macalé,MPB,59,0,/jards-macale/
Filipe Catto,MPB,74,0,/filipe-catto/
Wilson Simoninha,Pop; MPB; Samba,50,0,/wilson-simoninha/
Trio Popular e Sertanejo Da Banda Zé Mariano Júnior,Pop; MPB; Sertanejo,31,0,/trio-popular-e-sertanejo-da-banda-ze-mariano-junior/
Léo Pinheiro,MPB,57,0,/leo-pinheiro/
Grupo SoulBlack,Samba; Pagode; MPB,2,0,/grupo-soulblack/
Cláudya,MPB,88,0,/claudia/
Dessa Allmeida,MPB,2,0,/dessa-allmeida/
Rosa Passos,MPB,90,0,/rosa-passos/
Especial de Ano Todo,Trilha Sonora; Pop; MPB,11,0,/especial-de-ano-todo/
Olivia Byington,MPB; Bossa Nova; Chillout,24,0,/olivia-byington/
Anna Cintia,MPB; Pop,4,0,/anna-cintia/
Antonio Adolfo & Leila Pinheiro,MPB,15,0,/antonio-adolfo-leila-pinheiro/
Antônio Maria,MPB,5,0,/antonio-maria/
Lilian,MPB,14,0,/lilian/
Juliana Cortes,MPB; World Music,25,0,/juliana-cortes/
NanaLu,Pop; MPB,3,0,/nanalu/
Raissa Lopes,MPB,12,0,/raissa-lopes/
Talita Caldas,Pop; MPB,2,0,/talita-caldas/
Helena Elis,MPB,31,0,/helena-elis/
Lucas Santtana,MPB; Funk Carioca; Blues,37,0,/lucas-santana/
Cida Airam,Regional; MPB; Rock,12,0,/cida-airam/
Mauro Cesar,MPB,18,0,/mauro-cesar/
Angelo Paes Leme,Samba; MPB,10,0,/angelo-paes-leme/
Caio,MPB; Pop,13,0,/caio/
Magi,Pop; MPB,7,0,/magi/
Erica Santos,Romântico; MPB,12,0,/erica-santos/
Érico Moreira,MPB,2,0,/erico-moreira/
Fabio Lacerda,MPB; Romântico; Reggae,5,0,/fabio-lacerda/
Bianca Jobim,MPB; Reggaeton; Pop,3,0,/bianca-jobim/
Sulimar Rass,Músicas Gaúchas; MPB,9,0,/sulimar-rass/
Luca Argel,Samba; MPB,23,0,/luca-argel/
Carol Soares,MPB; Samba,2,0,/carol-soares/
Larissa Brum,Pop; MPB,1,0,/larissa-brum/
Cérebro Eletrônico,MPB; Pop/Rock; Rock,25,0,/cerebro-eletronico/
Varal Estrela,Pop/Rock; MPB,10,0,/varal-estrela/
Thiago Motta,Pop/Rock; MPB; Pop,129,0,/thiago-motta/
Marina Kalil,MPB,3,0,/marina-kalil/
Rodrigo Stark,Pop/Rock; Rock; MPB,1,0,/rodrigo-stark/
Gaúcho da Fronteira,Músicas Gaúchas; Regional; Sertanejo,145,1,/gaucho-da-fronteira/
Tchê Campeiro,Músicas Gaúchas; Sertanejo,18,0,/tche-campeiro/
Enigma,New Age; Gótico; House,116,1,/enigma/
Sandra,New Age,122,0.5,/sandra/
Mike Oldfield,New Age,81,0,/mike-oldfield/
Yanni,New Age; Instrumental; Clássico,52,0,/yanni/
Sagrado Coração da Terra,New Age; Progressivo; Clássico,29,0,/sagrado-coracao-da-terra/
Fortuna,New Age,35,0,/fortuna/
Corciolli,New Age; Instrumental; Progressivo,10,0,/corciolli/
Kitaro,New Age; Instrumental; World Music,25,0,/kitaro/
The Police,Rock; New Wave; Punk Rock,65,14,/the-police/
Depeche Mode,New Wave; Tecnopop,194,5.9,/depeche-mode/
Duran Duran,New Wave; Pop; Rock,220,4.7,/duran-duran/
INXS,Rock; Pop/Rock; Pop,146,3.4,/inxs/
Blondie,New Wave; Rock; Punk Rock,149,3,/blondie/
Berlin,New Wave; Rock; Romântico,101,2.3,/berlin/
Simple Minds,Pós-Punk; Rock; New Wave,169,2.2,/simple-minds/
Joy Division,Pós-Punk; New Wave,52,1.5,/joy-division/
Elvis Costello,Pop/Rock; Rock; New Wave,524,1,/elvis-costello/
Spandau Ballet,Pop; New Wave; Pop/Rock,54,0,/spandau-ballet/
Talking Heads,Pós-Punk; New Wave; Punk Rock,93,1,/talking-heads/
The B-52's,New Wave; Pop; Rock,77,0,/the-b-52s/
The Human League,New Wave; Tecnopop; Pop,92,1,/human-league/
The Cars,New Wave; Pop; Pop/Rock,86,0,/the-cars/
The Go-Go's,New Wave,58,0,/go-gos/
Gang 90 & as Absurdetes,Pop; New Wave; Rock,17,0,/gang-90-absurdetes/
Devo,New Wave,150,0,/devo/
Real Life,New Wave,40,0,/real-life/
A Flock of Seagulls,New Wave; Tecnopop; Rock,46,0,/a-flock-of-seagulls/
Gary Numan,New Wave; Tecnopop,242,0,/gary-numan-11/
Japan,Tecnopop; New Wave,41,0,/japan/
The Associates,New Wave; Pós-Punk; Tecnopop,39,0,/associates/
Kajagoogoo,Tecnopop; New Wave,17,0,/kajagoogoo/
Raça Negra,Romântico; Samba; Pagode,284,10.7,/raca-negra/
Sorriso Maroto,Trilha Sonora; Romântico; Pagode,231,8.8,/sorriso-maroto/
Thiaguinho,Pagode; Romântico; Samba,210,7.1,/thiaguinho/
ExaltaSamba,Romântico; Pagode; Samba,243,7.8,/exalta-samba/
Belo,Romântico; Pagode; Samba,249,6.5,/belo/
Turma do Pagode,Romântico; Pagode; Samba,195,6.4,/turma-do-pagode/
Grupo Revelação,Pagode; Samba; Romântico,203,5.3,/grupo-revelacao/
Zeca Pagodinho,Samba; Pagode,325,4.8,/zeca-pagodinho/
Pixote,Romântico; Samba; Pagode,174,3.6,/pixote/
Péricles,Romântico; Pagode; Samba,165,2.4,/pericles/
Arlindo Cruz,Samba; Pagode,209,2.7,/arlindo-cruz/
Só Pra Contrariar,Samba; Pagode,159,2.1,/so-pra-contrariar/
Fundo de Quintal,Samba; Pagode,318,3.4,/fundo-de-quintal/
Nosso Sentimento,Romântico; Samba; Pagode,101,3.1,/nosso-sentimento/
Alexandre Pires,Samba; Romântico; Pagode,198,2,/alexandre-pires/
Art Popular,Pagode; Samba,214,2.8,/art-popular/
Grupo Menos é Mais,Pagode,13,1.9,/grupo-menos-e-mais/
Bezerra da Silva,Pagode; Samba,295,1.8,/bezerra-da-silva/
Soweto,Pagode,83,1.4,/soweto/
ImaginaSamba,Romântico; Pagode; Samba,162,2,/imaginasamba/
Jeito Moleque,Romântico; Pagode; Samba,108,1.6,/jeito-moleque/
BokaLoka,Pagode; Romântico; Samba,118,1.5,/bokaloka/
Mumuzinho,Pagode; Romântico; Samba,87,1.5,/mumuzinho/
Grupo Tá Na Mente,Pagode; Romântico; Samba,78,1.3,/grupo-ta-na-mente/
Molejo,Pagode; Samba,121,1.6,/molejo/
Pique Novo,Pagode; Romântico; Samba,116,1.5,/pique-novo/
Sensação,Pagode,125,1.4,/sensacao/
Os Travessos,Romântico; Pagode,147,1.3,/os-travessos/
Rodriguinho,Romântico; Pagode; Samba,128,1.1,/rodriguinho/
Bom Gosto,Pagode; Romântico; Samba,97,1.5,/grupo-bom-gosto/
Sampa Crew,Romântico; Rap; Trilha Sonora,194,2.4,/sampa-crew/
Katinguelê,Samba; Pagode,138,1.1,/katinguele/
Pagode Pra Namorar,Pagode,10,1.7,/pagode-pra-namorar/
Grupo Doce Encontro,Pagode; Samba; Romântico,72,1,/grupo-doce-encontro/
Inimigos da HP,Samba; Pagode; Romântico,105,1,/inimigos-da-hp/
Grupo Disfarce,Romântico; Pagode; Samba,56,0,/grupo-disfarce/
Gustavo Lins,Pagode; Romântico,125,1,/gustavo-lins/
Swing & Simpatia,Pagode; Romântico; Samba,106,0,/swing-simpatia/
Sem Compromisso,Pagode; Samba; Gospel/Religioso,99,0,/sem-compromisso/
Grupo Pra Valer,Pagode,42,0,/grupo-pra-valer/
Suel,Pagode,63,0,/suel/
Guga Nandes,Samba; Pagode,7,1.5,/guga-nandes/
Negritude Junior,Pagode,91,0,/negritude-junior/
Karametade,Pagode; Romântico; Samba,77,0,/karametade/
Thiaguinho e Rodriguinho,Pagode; Samba; Romântico,12,0,/tiaguinho-e-rodriguinho/
Samprazer,Samba; Pagode; Romântico,81,0,/samprazer/
Netinho de Paula,Pagode; Romântico; Samba,56,0,/netinho-de-paula/
Só Preto Sem Preconceito,Pagode; Samba,24,0,/so-preto-sem-preconceito/
Tenta Samba,Pagode,61,0,/tenta-samba/
Kiloucura,Pagode; Samba; Romântico,49,0,/kiloucura/
Grupo É D+,Pagode; Samba; Romântico,82,0,/grupo-e-d/
Nuwance,Romântico; Pagode; Samba,58,0,/nuwance/
Refla,Pagode; Samba; Romântico,45,0,/refla/
Grupo Opção 3,Pagode; Romântico; Samba,42,0,/grupo-opcao-3/
Grupo Tempero,Pagode; Regional; MPB,68,0,/tempero/
Vou Zuar,Pagode,13,0,/vou-zuar/
Grupo Pedindo Bis,Pagode; Samba; Romântico,58,0,/grupo-pedindo-bis/
Sociedade do Samba,Pagode; Samba; Romântico,53,0,/sociedade-do-samba/
Samba Livre,Pagode; Samba; Romântico,51,0,/samba-livre/
Atitude 4,Pagode; Samba; Romântico,61,0,/atitude-4/
Na Hora H,Pagode; Romântico; Samba,39,0,/na-hora-h/
Grupo Sambaí,Pagode; Samba; Funk,38,0,/grupo-sambai/
Grupo Quintessência,Pagode; Romântico; Samba,26,0,/grupo-quintessencia/
Cupim Na Mesa,Pagode; Romântico; Samba,46,0,/cupim-na-mesa/
Nosso Tom,Pagode; Samba; Romântico,45,0,/nosso-tom/
Grupo Zueira,Pagode; Samba; Black Music,70,0,/grupo-zueira/
Grupo Y-no,Pagode; J-Pop/J-Rock; Samba,4,0,/grupo-y-no/
Grupo Clima Diferente,Pagode; Romântico; Disco,16,0,/grupo-clima-diferente/
Grupo Sou Muleke,Pagode; Samba; Funk Carioca,32,0,/grupo-sou-muleke/
Intuição,Pagode; Black Music,25,0,/intuicao/
Jhonatan Alexandre,Pagode,3,0,/jhonatan-alexandre/
Se Ativa!,Pagode; Pop/Rock,31,0,/se-ativa/
Ex é Ex,Pagode,2,0,/ex-e-ex/
Grupo Geração,Pagode; Romântico,23,0,/grupo-geracao/
Grupo Percepção,Pagode; Samba; Romântico,44,0,/grupo-percepcao/
Fantasmão,Pagode; Axé; Hip Hop,60,0,/fantasmao/
A Bronkka,Pagode; Axé,68,0,/a-bronkka/
Black Samba,Pagode; Samba; Romântico,6,0,/black-samba/
A Filha do Coroa,Pagode,4,0,/a-filha-do-coroa/
Rafael Passos,Pagode; Romântico; Trilha Sonora,37,0,/rafael-passos/
Grupo Batuque,Pagode,1,0,/grupo-batuque/
Pura Inocência,Pagode; Romântico; Samba,49,0,/pura-inocencia/
Grupo Referências,Pagode; Samba; Axé,16,0,/grupo-referencias/
Pura Cadência,Samba; Pagode; Axé,48,0,/pura-cadencia/
Ghetto É Ghetto,Pagode; Axé; Funk,17,0,/ghetto-e-ghetto/
Grupo Façanha,Pagode; Samba; Romântico,12,0,/grupo-facanha/
Grupo Introdução,Pagode; Samba; Romântico,20,0,/grupo-introducao/
Grupo Tykerê,Pagode; Romântico; Funk,19,0,/grupo-tykere/
Pedro Felipe,Pagode; Samba,2,0,/pedro-felipe/
Grupo Sem Razão,Pagode; Samba,8,0,/grupo-sem-razao/
Grupo Nossa Paixão,Pagode; Samba; Funk Carioca,6,0,/grupo-nossa-paixao/
Grupo Lucidez,Pagode; Axé; Romântico,16,0,/grupo-lucidez/
Da Cor do Prazer,Pagode,22,0,/da-cor-do-prazer/
Mulekagem,Pagode; Samba; Romântico,27,0,/mulekagem/
Brigadeiro,Pagode,4,0,/brigadeiro/
Grupo Show de Bola (2),Samba; Pagode,12,0,/grupo-show-de-bola-2/
Tico Tiradentes,Pagode,110,0,/tico-tiradentes/
Projeto Feijoada,Pagode; World Music; Samba,11,0,/projeto-feijoada/
Grupo Piração,Pagode; Samba; Romântico,12,0,/grupo-piracao/
Fino Trato,Pagode; Samba; Axé,27,0,/fino-trato/
Billy Joel,Piano Rock,163,5.1,/billy-joel/
The Fray,Piano Rock; Pop/Rock; Rock Alternativo,72,2.1,/the-fray/
Thirteen Senses,Piano Rock; Indie; Rock,46,0,/thirteen-senses/
Ben Folds,Piano Rock; Romântico; Soft Rock,72,0,/ben-folds/
Ben Folds Five,Piano Rock; Rock Alternativo,97,0,/ben-folds-five/
Mae,Piano Rock,99,0,/mae/
Something Corporate,Piano Rock; Pop/Rock; Punk Rock,62,0,/something-corporate/
Adele,Soul Music; Pop; R&B,80,119.3,/adele/
Pink,Pop/Rock; Pop,187,84.4,/pink/
Maroon 5,Pop; Rock; Pop/Rock,168,64,/maroon-5/
Elton John,Soft Rock; Romântico; Pop/Rock,651,44.7,/elton-john/
Avril Lavigne,Rock Alternativo; Rock; Pop/Punk,175,27,/avril-lavigne/
Christina Perri,Romântico; Pop/Rock; Pop,77,52.3,/christina-perri/
Luísa Sonza,Pop,46,8.6,/luisa-sonza/
Shawn Mendes,Pop,94,31.9,/shawn-mendes/
Céline Dion,Trilha Sonora; Pop; Romântico,401,12.5,/celine-dion/
James Arthur,Pop; Soul Music,124,21.5,/james-arthur/
a-ha,Pop; Tecnopop; Pop/Rock,146,12.8,/a-ha/
Roxette,Pop; Pop/Rock; Rock,211,11,/roxette/
Luan Santana,Romântico; Sertanejo; Pop,242,8.9,/luan-santana/
RBD,Pop/Rock; Romântico; Pop,153,6.9,/rbd/
Tears For Fears,Pop; Pop/Rock,98,15.7,/tears-for-fears/
Rag'n'Bone Man,Pop; Soul Music,59,10.9,/ragnbone-man/
Laura Pausini,Romântico; Pop; Pop/Rock,415,7.2,/laura-pausini/
Colbie Caillat,Pop; Romântico; Surf Music,103,9.7,/colbie-caillat/
Kelly Clarkson,Pop/Rock; Romântico; Pop,241,9.2,/kelly-clarkson/
Christina Aguilera,Pop; R&B; Dance,231,7.7,/christina-aguilera/
Tiago Iorc,Pop; Romântico; Pop/Rock,82,8.6,/tiago-iorc/
Meghan Trainor,Pop,109,8.7,/meghan-trainor/
George Michael,Pop; Rock,129,7.5,/george-michael/
Jota Quest,Pop/Rock; Pop; Rock,159,5.6,/jota-quest/
Simply Red,Pop/Rock; R&B; Soul Music,136,6.4,/simply-red/
Tina Turner,Pop; Soul Music,148,6.3,/tina-turner/
Camila Cabello,Pop,82,46,/camila-cabello/
Engenheiros do Hawaii,Pop/Rock; Rock; Pop,205,4.1,/engenheiros-do-hawaii/
Robbie Williams,Pop/Rock; Pop,317,7.3,/robbie-williams/
Tracy Chapman,Pop,97,6.3,/tracy-chapman/
Sandy & Junior,Romântico; Pop/Rock; Pop,202,4.5,/sandy-junior/
Skank,Pop/Rock; Rock; Pop,141,3.9,/skank/
Seal,Pop; Soul Music,154,4.3,/seal/
Little Mix,Pop; Dance,149,3.8,/little-mix/
Lifehouse,Rock; Pop/Rock; Pop,148,4.6,/lifehouse/
Supertramp,Progressivo; Pop,106,3.3,/supertramp/
Joan Osborne,Pop,121,3.5,/joan-osborne/
Fifth Harmony,Pop,133,3.5,/fifth-harmony/
Spice Girls,Pop; Dance,77,3.1,/spice-girls/
Take That,Pop,140,3.2,/take-that/
Joss Stone,Soul Music; Pop; R&B,152,3.1,/joss-stone/
Tiziano Ferro,Romântico; Pop,196,2.3,/tiziano-ferro/
"LSD (Labrinth, Sia & Diplo)",Pop,10,2.8,/lsd-labrinth-sia-diplo/
Glee,Trilha Sonora; Pop/Rock; Pop,691,3,/glee/
Becky G,Pop,96,3.2,/becky-g/
James Morrison,Pop/Rock; Romântico; Pop,89,3,/james-morrison/
Cat Stevens,Soft Rock; Pop,165,2.6,/cat-stevens/
Genesis,Progressivo; Pop,202,2.4,/genesis/
Lily Allen,Pop; Pop/Rock,96,2.8,/lily-allen/
McFly,Pop/Rock; Pop; Rock,185,1.6,/mcfly/
Hanson,Pop; Pop/Rock,245,2.2,/hanson/
Dionne Warwick,Soul Music; Pop; Romântico,98,2.4,/dionne-warwick/
Niall Horan,Pop; Pop/Rock; Romântico,37,2.3,/niall-horan/
Manu Gavassi,Pop/Rock; Pop,77,1.6,/manu-gavassi/
Gwen Stefani,Pop/Rock; Pop,82,2,/gwen-stefani/
Leona Lewis,R&B; Pop/Rock; Pop,114,2.1,/leona-lewis/
KLB,Pop; Romântico; Pop/Rock,129,1.4,/klb/
Rita Ora,Pop; R&B; Dance,67,2.4,/rita-ora/
Westlife,Pop; Romântico,241,1.5,/westlife/
Crowded House,Pop; Rock,95,2.2,/crowded-house/
Erasure,Pop; Tecnopop,217,1.8,/erasure/
Vanessa Carlton,Pop/Rock; Pop; Rock,85,1.9,/vanessa-carlton/
Christopher Cross,Pop,67,1.6,/christopher-cross/
Bread,Soft Rock; Pop,100,1.4,/bread/
The Corrs,Pop; Pop/Rock,149,1.4,/the-corrs/
Paulo Ricardo,Pop; Romântico,146,1.2,/paulo-ricardo/
Sara Bareilles,Pop; Romântico,123,1.5,/sara-bareilles/
New Kids On The Block,Pop,107,1.2,/new-kids-on-the-block/
JoJo,Pop; R&B; Romântico,198,1.4,/jojo/
Mandy Moore,Romântico; Pop; Trilha Sonora,125,1,/mandy-moore/
*NSYNC,Pop,116,1.5,/nsync/
Manu Chao,World Music; Pop,109,1.3,/manu-chao/
Andy Grammer,Pop; Pop/Rock,64,1.4,/andy-grammer/
Nick Jonas,Pop/Rock; Romântico; Pop,106,1,/nick-jonas/
Mike Posner,Pop,124,1.1,/mike-posner/
Carole King,Soft Rock; Pop/Rock; Pop,144,1,/carole-king/
Maurício Manieri,Pop; Romântico,71,1.4,/mauricio-manieri/
Blitz,Pop/Rock; Pop; Rock,58,1.4,/blitz/
Cine,Pop; Pop/Rock; Tecnopop,65,1,/cine/
Julieta Venegas,Pop,154,0,/julieta-venegas/
Jordin Sparks,Pop; Romântico; R&B,86,0,/jordin-sparks/
Violetta,Trilha Sonora; Pop; Romântico,99,1,/violetta/
He Is We,Romântico; Pop,30,2.4,/he-is-we/
Adam Lambert,Pop; Pop/Rock; Romântico,124,1,/adam-lambert/
Big Time Rush,Trilha Sonora; Pop/Rock; Pop,91,0,/big-time-rush/
Restart,Pop; Pop/Rock; Romântico,62,0,/restart/
Janet Jackson,Pop; R&B,235,1,/janet-jackson/
Mika,Pop/Rock; Pop,120,0,/mika/
Br'oz,Pop,34,0,/broz/
Reik,Pop; Romântico; Pop/Rock,112,0,/reik/
Austin Mahone,Pop,92,0.3,/austin-mahone/
Five,Pop; Pop/Rock; Rap,87,0,/five/
Maite Perroni,Pop; Romântico; Pop/Rock,44,0,/maite-perroni-beorlegui/
The Ronettes,Pop,29,0.3,/the-ronettes/
Natasha Bedingfield,Pop/Rock; Pop,90,1,/natasha-bedingfield/
Marjorie Estiano,Pop/Rock; Pop; Romântico,58,0,/marjorie-estiano/
Blue,Pop; Romântico; Pop/Rock,84,0,/blue/
Melanie C,Pop,153,1,/melanie-c/
Nancy Sinatra,Pop; Country; Jazz,52,0,/nancy-sinatra/
Danni Carlos,Pop; Rock; Pop/Rock,64,0,/danni-carlos/
Felipe Dylon,Pop; Surf Music; Romântico,50,1,/felipe-dylon/
The Supremes,Soul Music; Pop,239,0.3,/supremes/
Belinda,Pop; Pop/Rock; Dance,114,0,/belinda/
Frankie Goes To Hollywood,Pop; New Wave; New Age,30,0,/frankie-goes-to-hollywood/
Luka,Pop; Pop/Rock; MPB,52,0,/luka/
Alvin & The Chipmunks,Pop; Pop/Rock; Trilha Sonora,71,0,/alvin-the-chipmunks/
Robyn,Pop,93,1,/robyn/
Big Up,Pop; Trilha Sonora; Reggae,24,0,/big-up/
Sugababes,Pop,136,0,/sugababes/
Olly Murs,Pop,110,0,/olly-murs/
Duffy,Pop; Soul Music; Jazz,38,0,/duffy/
David Archuleta,Pop; Romântico,147,0,/david-archuleta/
Jesse McCartney,Pop/Rock; Pop; Romântico,112,0,/jesse-mccartney/
Nick Carter,Pop; Pop/Rock; Romântico,61,0,/nick-carter/
Jessica Simpson,Pop,95,0,/jessica-simpson/
Neil Sedaka,Pop,73,0,/neil-sedaka/
Bridgit Mendler,Pop; Pop/Rock; Trilha Sonora,52,0,/bridgit-mendler/
Drake Bell,Pop; Pop/Rock; Rock,107,0.5,/drake-bell/
Metrô,Pop; Pop/Rock; Axé,28,0,/metro/
Madness,Pop; Ska; New Wave,141,0,/madness/
Conor Maynard,Pop,60,0,/conor-maynard/
Cassie,Pop; R&B; Hip Hop,69,0,/cassie/
Preta Gil,Pop; MPB,70,0,/preta-gil/
Dan Torres,Soul Music; Rock; Pop,40,0,/dan/
Julie & Os Fantasmas,Pop/Rock; Pop; Romântico,17,0,/julie-os-fantasmas/
Cheryl,Pop; Dance; Romântico,67,0,/cheryl/
Paula Abdul,Pop,47,0,/paula-abdul/
Camila,Pop; Romântico,53,0,/camila/
Thaeme,Pop; Romântico,23,0,/thaeme-marioto/
Vinny,Pop; Pop/Rock; Funk,110,0,/vinny/
Kerli,Pop/Rock; Pop; Rock,131,0,/kerli/
Paulina Rubio,Pop,143,0,/paulina-rubio/
Fiuk,Pop; Pop/Rock; Romântico,31,1.6,/fiuk/
Juan Marcus e Vinícius,Pop; World Music,55,0,/juan-marcus-e-vinicius/
Double,Pop; Jazz; Folk,2,0,/double-suica/
Mýa,R&B; Pop; Hip Hop,177,0,/ma/
Liah,Pop; Romântico; MPB,68,0,/liah/
Cleo,Pop/Rock; Pop,13,0,/cleo/
O-Town,Pop; R&B; Pop/Rock,55,0,/o-town/
Pedro Pondé,Reggae; Pop; Pop/Rock,15,0,/pedro-ponde/
Camilly Victória,Pop; R&B,3,1.5,/camilly-victoria/
Ariana Carper,R&B; Pop,15,0,/ariana-carper/
Alter Ego,Rap; Pop; Pop/Rock,9,0,/alter-ego/
Greyson Chance,Pop; Romântico,62,0,/greyson-chance/
Jasmine Villegas,Pop; R&B; Dance,54,0,/jasmine-villegas/
Paris Hilton,Pop,31,0,/paris-hilton/
Cash Cash,Pop; Pop/Rock; Tecnopop,64,0,/cash-cash/
Sonohra,Pop/Rock; Pop; Romântico,66,0,/sonohra/
Fly,Pop; Romântico; Pop/Rock,30,0,/fly-br/
Bravana,Sertanejo; Pop,32,0.1,/bravana/
Rick Springfield,Pop; Power-Pop,22,0,/rick-springfield/
Mc Roger,Pop,20,0,/mc-roger/
Charice,Pop; Romântico; R&B,75,0,/charice/
Thais Moreira,R&B; Pop,12,0,/thais-moreira/
Oliver Aldrin,Trap; Pop; Pop/Rock,15,0,/oliver-aldrin/
Christina Grimmie,Pop; Pop/Rock; Romântico,54,0,/christina-grimmie/
Joe Jonas,Pop/Rock; Pop; Dance,16,0,/joe-jonas/
Caroly,Pop,82,0,/caroly/
Raven-Symoné,Pop,66,0,/raven-symone/
The Naked Brothers Band/Nat and Alex Wolff,Pop/Rock; Rock; Pop,76,0,/the-naked-brothers-band/
Christian Chávez,Pop; Romântico; Pop/Rock,35,0,/jose-christian-chavez/
Leandro Lopes,Pop; Romântico; Pop/Rock,26,0,/leandro-lopes/
Oceans,Pop,3,0,/oceans/
Matthew Morrison,Pop; Romântico; Blues,24,0,/matthew-morrison/
Blakkstar,Rap; Pop; R&B,1,0,/blakkstar/
Geri Halliwell,Pop,62,0,/geri-halliwell/
A..R. Rahman,World Music; Pop; Indie,61,0,/a-r-rahman/
Burlesque,Pop; Trilha Sonora; Dance,10,0,/burlesque-trilha-sonora/
Cimorelli,Pop,119,0,/cimorelli/
Augustin Bernasconi,Pop,4,0,/augustin-bernasconi/
Dado Dolabella,Pop; Romântico; Trilha Sonora,19,0,/dado-dolabella/
Cheetah Girls,Pop; Trilha Sonora; Dance,69,0,/the-cheetah-girls/
Stevens,Pop/Rock; Rock; Pop,28,0,/stevens/
Leighton Meester,Pop; Dance; Pop/Rock,32,0,/leighton-meester/
High School Musical - A Seleção,Pop; Trilha Sonora; Dance,23,0,/high-school-musical-a-selecao/
Jordan Knight,Pop; Funk Carioca; Romântico,38,0,/jordan-knight/
Anggun,Pop; Pop/Rock,67,0,/anggun/
SuperHeavy,Rock Alternativo; Pop; Reggae,13,0,/superheavy/
Diane Warren,Pop/Rock; Pop,14,0.1,/diane-warren/
Mariana Rios,Pop; Romântico,36,0,/mariana-rios/
Sterling Knight,Pop; Pop/Rock; Romântico,10,0,/sterling-knight/
Ana Lélia,Pop/Rock; Pop,16,0,/ana-lelia/
The Ready Set,Pop/Rock; Pop; Rock Alternativo,72,0,/the-ready-set/
Goldfrapp,Pop; Electronica; Dance,84,0,/goldfrapp/
Victoria Beckham,Pop,38,0,/victoria-beckham/
Rafael Barreto (2),Pop; Romântico,34,0,/rafael-barreto-2/
Bruno Miguel,Romântico; Pop; Pagode,28,0,/bruno-miguel/
Mario Fernando,Romântico; Pop; MPB,20,0,/mario-fernando/
Corbin Bleu,Pop; R&B; Hip Hop,34,0,/corbin-bleu/
Dellima,Pop,8,0,/dellima/
Beatriz Messias,Pop,6,0,/beatriz-messias/
Forever In Your Mind,Pop,24,0,/forever-in-your-mind/
Roberto Maia,Pop; Sertanejo; Romântico,36,0,/roberto-maia/
Mitchel Musso,Pop/Rock; Pop; Rock,44,0,/mitchel-musso/
Anne-M,Pop,8,0,/anne-m/
KHarlles,R&B; Pop; House,102,0,/kharlles/
